link_text,predicted_slug,exists_in_books_dir
attachments/Bird-Sense-What-It's-Like-to-Be-a-Bird.jpg|height=120,attachmentsBird-Sense-What-It's-Like-to-Be-a-Bird.jpgheight=120,False
Bird Sense: What It's Like to Be a Bird,Bird-Sense-What-It's-Like-to-Be-a-Bird,True
attachments/Unnatural-Selection-Choosing-Boys-over-Girls-and-the-Consequences-of-a-World-Full-of-Men.jpg|height=120,attachmentsUnnatural-Selection-Choosing-Boys-over-Girls-and-the-Consequences-of-a-World-Full-of-Men.jpgheight=120,False
Unnatural Selection: Choosing Boys over Girls and the Consequences of a World Full of Men,Unnatural-Selection-Choosing-Boys-over-Girls-and-the-Consequences-of-a-World-Full-of-Men,True
attachments/A-Strange-Kind-of-Paradise-India-Through-Foreign-Eyes.jpg|height=120,attachmentsA-Strange-Kind-of-Paradise-India-Through-Foreign-Eyes.jpgheight=120,False
A Strange Kind of Paradise: India Through Foreign Eyes,A-Strange-Kind-of-Paradise-India-Through-Foreign-Eyes,True
"attachments/Cocktail-Time-(Uncle-Fred,-#3).jpg|height=120","attachmentsCocktail-Time-(Uncle-Fred,-#3).jpgheight=120",False
"Cocktail Time (Uncle Fred, #3)","Cocktail-Time-(Uncle-Fred,-#3)",True
"attachments/Indian-Stories-(Indialog-Classics,-2005,-Pa).jpg|height=120","attachmentsIndian-Stories-(Indialog-Classics,-2005,-Pa).jpgheight=120",False
"Indian Stories (Indialog Classics, 2005, Pa)","Indian-Stories-(Indialog-Classics,-2005,-Pa)",True
attachments/A-Photographic-Guide-to-the-Birds-of-Southeast-Asia-Including-the-Philippines-and-Borneo.jpg|height=120,attachmentsA-Photographic-Guide-to-the-Birds-of-Southeast-Asia-Including-the-Philippines-and-Borneo.jpgheight=120,False
A Photographic Guide to the Birds of Southeast Asia: Including the Philippines and Borneo,A-Photographic-Guide-to-the-Birds-of-Southeast-Asia-Including-the-Philippines-and-Borneo,True
attachments/Pictorial-guide-to-frogs-and-toads-of-the-western-ghats.jpg|height=120,attachmentsPictorial-guide-to-frogs-and-toads-of-the-western-ghats.jpgheight=120,False
Pictorial guide to frogs and toads of the western ghats,Pictorial-guide-to-frogs-and-toads-of-the-western-ghats,True
attachments/Birds-of-Uganda-A-Picture-Guide.jpg|height=120,attachmentsBirds-of-Uganda-A-Picture-Guide.jpgheight=120,False
Birds of Uganda: A Picture Guide,Birds-of-Uganda-A-Picture-Guide,True
attachments/The-Book-of-Indian-Reptiles-and-Amphibians.jpg|height=120,attachmentsThe-Book-of-Indian-Reptiles-and-Amphibians.jpgheight=120,False
The Book of Indian Reptiles and Amphibians,The-Book-of-Indian-Reptiles-and-Amphibians,True
attachments/Common-dryland-trees-of-Karnataka.jpg|height=120,attachmentsCommon-dryland-trees-of-Karnataka.jpgheight=120,False
Common dryland trees of Karnataka,Common-dryland-trees-of-Karnataka,True
attachments/Wildlife-Conservation-Society-Birds-of-Brazil-The-Pantanal-and-Cerrado-of-Central-Brazil.jpg|height=120,attachmentsWildlife-Conservation-Society-Birds-of-Brazil-The-Pantanal-and-Cerrado-of-Central-Brazil.jpgheight=120,False
Wildlife Conservation Society Birds of Brazil: The Pantanal and Cerrado of Central Brazil,Wildlife-Conservation-Society-Birds-of-Brazil-The-Pantanal-and-Cerrado-of-Central-Brazil,True
attachments/Gitanjali.jpg|height=120,attachmentsGitanjali.jpgheight=120,False
Gitanjali,Gitanjali,True
attachments/Golden-Bats-&-Pink-Pigeons.jpg|height=120,attachmentsGolden-Bats-&-Pink-Pigeons.jpgheight=120,False
Golden Bats & Pink Pigeons,Golden-Bats-&-Pink-Pigeons,True
attachments/The-Ancient-Geography-of-India.jpg|height=120,attachmentsThe-Ancient-Geography-of-India.jpgheight=120,False
The Ancient Geography of India,The-Ancient-Geography-of-India,True
attachments/The-Revolution-Will-be-Digitised-Dispatches-from-the-Information-War.jpg|height=120,attachmentsThe-Revolution-Will-be-Digitised-Dispatches-from-the-Information-War.jpgheight=120,False
The Revolution Will be Digitised: Dispatches from the Information War,The-Revolution-Will-be-Digitised-Dispatches-from-the-Information-War,True
"attachments/Evolution-of-Life-(Hamlyn-allcolour-paperbacks,-natural-history).jpg|height=120","attachmentsEvolution-of-Life-(Hamlyn-allcolour-paperbacks,-natural-history).jpgheight=120",False
"Evolution of Life (Hamlyn allcolour paperbacks, natural history)","Evolution-of-Life-(Hamlyn-allcolour-paperbacks,-natural-history)",True
attachments/The-Indian-Ideology.jpg|height=120,attachmentsThe-Indian-Ideology.jpgheight=120,False
The Indian Ideology,The-Indian-Ideology,True
attachments/India-Historical-Beginnings-and-the-Concept-of-the-Aryan.jpg|height=120,attachmentsIndia-Historical-Beginnings-and-the-Concept-of-the-Aryan.jpgheight=120,False
India: Historical Beginnings and the Concept of the Aryan,India-Historical-Beginnings-and-the-Concept-of-the-Aryan,True
attachments/A-Guide-to-the-Birds-of-Ceylon.jpg|height=120,attachmentsA-Guide-to-the-Birds-of-Ceylon.jpgheight=120,False
A Guide to the Birds of Ceylon,A-Guide-to-the-Birds-of-Ceylon,True
attachments/A-Field-Guide-to-the-Birds-of-Thailand.jpg|height=120,attachmentsA-Field-Guide-to-the-Birds-of-Thailand.jpgheight=120,False
A Field Guide to the Birds of Thailand,A-Field-Guide-to-the-Birds-of-Thailand,True
attachments/Survival-Strategies-Cooperation-and-Conflict-in-Animal-Societies.jpg|height=120,attachmentsSurvival-Strategies-Cooperation-and-Conflict-in-Animal-Societies.jpgheight=120,False
Survival Strategies: Cooperation and Conflict in Animal Societies,Survival-Strategies-Cooperation-and-Conflict-in-Animal-Societies,True
attachments/Life's-Devices-The-Physical-World-of-Animals-and-Plants.jpg|height=120,attachmentsLife's-Devices-The-Physical-World-of-Animals-and-Plants.jpgheight=120,False
Life's Devices: The Physical World of Animals and Plants,Life's-Devices-The-Physical-World-of-Animals-and-Plants,True
attachments/Something-Fishy.jpg|height=120,attachmentsSomething-Fishy.jpgheight=120,False
Something Fishy,Something-Fishy,True
attachments/Field-Notes-on-Science-&-Nature.jpg|height=120,attachmentsField-Notes-on-Science-&-Nature.jpgheight=120,False
Field Notes on Science & Nature,Field-Notes-on-Science-&-Nature,True
attachments/The-Wisdom-of-Birds-An-Illustrated-History-of-Ornithology.jpg|height=120,attachmentsThe-Wisdom-of-Birds-An-Illustrated-History-of-Ornithology.jpgheight=120,False
The Wisdom of Birds: An Illustrated History of Ornithology,The-Wisdom-of-Birds-An-Illustrated-History-of-Ornithology,True
attachments/Simon-&-Schuster's-Guide-to-Mushrooms.jpg|height=120,attachmentsSimon-&-Schuster's-Guide-to-Mushrooms.jpgheight=120,False
Simon & Schuster's Guide to Mushrooms,Simon-&-Schuster's-Guide-to-Mushrooms,True
attachments/Sprint-of-the-Blackbuck-Writings-on-Wildlife-and-Conservation-in-South-India.jpg|height=120,attachmentsSprint-of-the-Blackbuck-Writings-on-Wildlife-and-Conservation-in-South-India.jpgheight=120,False
Sprint of the Blackbuck: Writings on Wildlife and Conservation in South India,Sprint-of-the-Blackbuck-Writings-on-Wildlife-and-Conservation-in-South-India,True
attachments/Darwin-A-Very-Short-Introduction.jpg|height=120,attachmentsDarwin-A-Very-Short-Introduction.jpgheight=120,False
Darwin: A Very Short Introduction,Darwin-A-Very-Short-Introduction,True
attachments/Love-Letters-Of-Great-Men-And-Women-From-The-Eighteenth-Century-To-The-Present-Day.jpg|height=120,attachmentsLove-Letters-Of-Great-Men-And-Women-From-The-Eighteenth-Century-To-The-Present-Day.jpgheight=120,False
Love Letters Of Great Men And Women: From The Eighteenth Century To The Present Day,Love-Letters-Of-Great-Men-And-Women-From-The-Eighteenth-Century-To-The-Present-Day,True
attachments/Splendours-of-Royal-Mysore-The-Untold-Story-of-the-Wodeyars.jpg|height=120,attachmentsSplendours-of-Royal-Mysore-The-Untold-Story-of-the-Wodeyars.jpgheight=120,False
Splendours of Royal Mysore: The Untold Story of the Wodeyars,Splendours-of-Royal-Mysore-The-Untold-Story-of-the-Wodeyars,True
attachments/The-Ancestor's-Tale.jpg|height=120,attachmentsThe-Ancestor's-Tale.jpgheight=120,False
The Ancestor's Tale,The-Ancestor's-Tale,True
attachments/The-Great-Divide-India-and-Pakistan.jpg|height=120,attachmentsThe-Great-Divide-India-and-Pakistan.jpgheight=120,False
The Great Divide: India and Pakistan,The-Great-Divide-India-and-Pakistan,True
attachments/The-Case-Book-Of-Sherlock-Holmes.jpg|height=120,attachmentsThe-Case-Book-Of-Sherlock-Holmes.jpgheight=120,False
The Case-Book Of Sherlock Holmes,The-Case-Book-Of-Sherlock-Holmes,True
attachments/The-Sun-that-Rose-from-the-Earth.jpg|height=120,attachmentsThe-Sun-that-Rose-from-the-Earth.jpgheight=120,False
The Sun that Rose from the Earth,The-Sun-that-Rose-from-the-Earth,True
attachments/The-Signal-and-the-Noise-The-Art-and-Science-of-Prediction.jpg|height=120,attachmentsThe-Signal-and-the-Noise-The-Art-and-Science-of-Prediction.jpgheight=120,False
The Signal and the Noise: The Art and Science of Prediction,The-Signal-and-the-Noise-The-Art-and-Science-of-Prediction,True
"attachments/At-the-Water's-Edge-Fish-with-Fingers,-Whales-with-Legs,-and-How-Life-Came-Ashore-but-Then-Went-Back-to-Sea.jpg|height=120","attachmentsAt-the-Water's-Edge-Fish-with-Fingers,-Whales-with-Legs,-and-How-Life-Came-Ashore-but-Then-Went-Back-to-Sea.jpgheight=120",False
"At the Water's Edge: Fish with Fingers, Whales with Legs, and How Life Came Ashore but Then Went Back to Sea","At-the-Water's-Edge-Fish-with-Fingers,-Whales-with-Legs,-and-How-Life-Came-Ashore-but-Then-Went-Back-to-Sea",True
attachments/Three-Men-in-a-Boat-and-Three-Men-on-the-Bummel.jpg|height=120,attachmentsThree-Men-in-a-Boat-and-Three-Men-on-the-Bummel.jpgheight=120,False
Three Men in a Boat and Three Men on the Bummel,Three-Men-in-a-Boat-and-Three-Men-on-the-Bummel,True
attachments/The-Curious-Case-of-Binayak-Sen.jpg|height=120,attachmentsThe-Curious-Case-of-Binayak-Sen.jpgheight=120,False
The Curious Case of Binayak Sen,The-Curious-Case-of-Binayak-Sen,True
attachments/The-Motorcycle-Diaries.jpg|height=120,attachmentsThe-Motorcycle-Diaries.jpgheight=120,False
The Motorcycle Diaries,The-Motorcycle-Diaries,True
attachments/Home-Winemaking-Step-by-Step-A-Guide-to-Fermenting-Wine-Grapes.jpg|height=120,attachmentsHome-Winemaking-Step-by-Step-A-Guide-to-Fermenting-Wine-Grapes.jpgheight=120,False
Home Winemaking Step by Step: A Guide to Fermenting Wine Grapes,Home-Winemaking-Step-by-Step-A-Guide-to-Fermenting-Wine-Grapes,True
attachments/Mr.-Sampath-The-Printer-Of-Malgudi.jpg|height=120,attachmentsMr.-Sampath-The-Printer-Of-Malgudi.jpgheight=120,False
Mr. Sampath: The Printer Of Malgudi,Mr.-Sampath-The-Printer-Of-Malgudi,True
attachments/The-Best-Crime-Stories-Of-The-19th-Century.jpg|height=120,attachmentsThe-Best-Crime-Stories-Of-The-19th-Century.jpgheight=120,False
The Best Crime Stories Of The 19th Century,The-Best-Crime-Stories-Of-The-19th-Century,True
attachments/Eurekas-and-Euphorias-The-Oxford-Book-of-Scientific-Anecdotes-(Popular-Science).jpg|height=120,attachmentsEurekas-and-Euphorias-The-Oxford-Book-of-Scientific-Anecdotes-(Popular-Science).jpgheight=120,False
Eurekas and Euphorias: The Oxford Book of Scientific Anecdotes (Popular Science),Eurekas-and-Euphorias-The-Oxford-Book-of-Scientific-Anecdotes-(Popular-Science),True
"attachments/MS,-A-Life-In-Music.jpg|height=120","attachmentsMS,-A-Life-In-Music.jpgheight=120",False
"MS, A Life In Music","MS,-A-Life-In-Music",True
attachments/I-Have-Landed-The-End-of-a-Beginning-in-Natural-History.jpg|height=120,attachmentsI-Have-Landed-The-End-of-a-Beginning-in-Natural-History.jpgheight=120,False
I Have Landed: The End of a Beginning in Natural History,I-Have-Landed-The-End-of-a-Beginning-in-Natural-History,True
attachments/Collins-Bird-Guide-The-Most-Complete-Guide-to-the-Birds-of-Britain-and-Europe.jpg|height=120,attachmentsCollins-Bird-Guide-The-Most-Complete-Guide-to-the-Birds-of-Britain-and-Europe.jpgheight=120,False
Collins Bird Guide: The Most Complete Guide to the Birds of Britain and Europe,Collins-Bird-Guide-The-Most-Complete-Guide-to-the-Birds-of-Britain-and-Europe,True
"attachments/The-Argumentative-Indian-Writings-on-Indian-History,-Culture-and-Identity.jpg|height=120","attachmentsThe-Argumentative-Indian-Writings-on-Indian-History,-Culture-and-Identity.jpgheight=120",False
"The Argumentative Indian: Writings on Indian History, Culture and Identity","The-Argumentative-Indian-Writings-on-Indian-History,-Culture-and-Identity",True
attachments/An-Uncertain-Glory-India-and-its-Contradictions.jpg|height=120,attachmentsAn-Uncertain-Glory-India-and-its-Contradictions.jpgheight=120,False
An Uncertain Glory: India and its Contradictions,An-Uncertain-Glory-India-and-its-Contradictions,True
attachments/Sceptical-Essays-(Routledge-Classics).jpg|height=120,attachmentsSceptical-Essays-(Routledge-Classics).jpgheight=120,False
Sceptical Essays (Routledge Classics),Sceptical-Essays-(Routledge-Classics),True
attachments/Cat's-Cradle.jpg|height=120,attachmentsCat's-Cradle.jpgheight=120,False
Cat's Cradle,Cat's-Cradle,True
attachments/The-Pattern-of-Evolution.jpg|height=120,attachmentsThe-Pattern-of-Evolution.jpgheight=120,False
The Pattern of Evolution,The-Pattern-of-Evolution,True
attachments/The-Story-of-Philosophy.jpg|height=120,attachmentsThe-Story-of-Philosophy.jpgheight=120,False
The Story of Philosophy,The-Story-of-Philosophy,True
attachments/On-Writing.jpg|height=120,attachmentsOn-Writing.jpgheight=120,False
On Writing,On-Writing,True
attachments/Indian-Identity.jpg|height=120,attachmentsIndian-Identity.jpgheight=120,False
Indian Identity,Indian-Identity,True
attachments/A-Realist-Theory-of-Science-(Classical-Texts-in-Critical-Realism-(Routledge-Critical-Realism)).jpg|height=120,attachmentsA-Realist-Theory-of-Science-(Classical-Texts-in-Critical-Realism-(Routledge-Critical-Realism)).jpgheight=120,False
A Realist Theory of Science (Classical Texts in Critical Realism (Routledge Critical Realism)),A-Realist-Theory-of-Science-(Classical-Texts-in-Critical-Realism-(Routledge-Critical-Realism)),True
attachments/Love-Among-the-Chickens.jpg|height=120,attachmentsLove-Among-the-Chickens.jpgheight=120,False
Love Among the Chickens,Love-Among-the-Chickens,True
attachments/Unpopular-Essays.jpg|height=120,attachmentsUnpopular-Essays.jpgheight=120,False
Unpopular Essays,Unpopular-Essays,True
attachments/The-Book-of-Indian-Trees.jpg|height=120,attachmentsThe-Book-of-Indian-Trees.jpgheight=120,False
The Book of Indian Trees,The-Book-of-Indian-Trees,True
attachments/R-in-Action.jpg|height=120,attachmentsR-in-Action.jpgheight=120,False
R in Action,R-in-Action,True
attachments/Birds-Indian-Subcontinent-Om-Ed.jpg|height=120,attachmentsBirds-Indian-Subcontinent-Om-Ed.jpgheight=120,False
Birds Indian Subcontinent-Om Ed,Birds-Indian-Subcontinent-Om-Ed,True
attachments/A-Book-of-English-Essays-(Pelican).jpg|height=120,attachmentsA-Book-of-English-Essays-(Pelican).jpgheight=120,False
A Book of English Essays (Pelican),A-Book-of-English-Essays-(Pelican),True
"attachments/Birds-in-Our-Lives,-India.jpg|height=120","attachmentsBirds-in-Our-Lives,-India.jpgheight=120",False
"Birds in Our Lives, India","Birds-in-Our-Lives,-India",True
attachments/The-Mother-Tongue-English-and-How-It-Got-That-Way.jpg|height=120,attachmentsThe-Mother-Tongue-English-and-How-It-Got-That-Way.jpgheight=120,False
The Mother Tongue: English and How It Got That Way,The-Mother-Tongue-English-and-How-It-Got-That-Way,True
attachments/One-Hundred-Years-of-Solitude.jpg|height=120,attachmentsOne-Hundred-Years-of-Solitude.jpgheight=120,False
One Hundred Years of Solitude,One-Hundred-Years-of-Solitude,True
attachments/Anne-Frank-Diary-of-a-Young-Girl.jpg|height=120,attachmentsAnne-Frank-Diary-of-a-Young-Girl.jpgheight=120,False
Anne Frank: Diary of a Young Girl,Anne-Frank-Diary-of-a-Young-Girl,True
attachments/Some-Beautiful-Indian-Climbers-and-Shrubs.jpg|height=120,attachmentsSome-Beautiful-Indian-Climbers-and-Shrubs.jpgheight=120,False
Some Beautiful Indian Climbers and Shrubs,Some-Beautiful-Indian-Climbers-and-Shrubs,True
attachments/Touching-Lives.jpg|height=120,attachmentsTouching-Lives.jpgheight=120,False
Touching Lives,Touching-Lives,True
attachments/Train-to-India-Memories-of-Another-Bengal.jpg|height=120,attachmentsTrain-to-India-Memories-of-Another-Bengal.jpgheight=120,False
Train to India: Memories of Another Bengal,Train-to-India-Memories-of-Another-Bengal,True
attachments/Conjectures-and-Refutations-The-Growth-of-Scientific-Knowledge-(Routledge-Classics).jpg|height=120,attachmentsConjectures-and-Refutations-The-Growth-of-Scientific-Knowledge-(Routledge-Classics).jpgheight=120,False
Conjectures and Refutations: The Growth of Scientific Knowledge (Routledge Classics),Conjectures-and-Refutations-The-Growth-of-Scientific-Knowledge-(Routledge-Classics),True
attachments/The-Fellowship-The-Story-of-the-Royal-Society-and-a-Scientific-Revolution.jpg|height=120,attachmentsThe-Fellowship-The-Story-of-the-Royal-Society-and-a-Scientific-Revolution.jpgheight=120,False
The Fellowship: The Story of the Royal Society and a Scientific Revolution,The-Fellowship-The-Story-of-the-Royal-Society-and-a-Scientific-Revolution,True
attachments/Everybody-Loves-a-Good-Drought.jpg|height=120,attachmentsEverybody-Loves-a-Good-Drought.jpgheight=120,False
Everybody Loves a Good Drought,Everybody-Loves-a-Good-Drought,True
"attachments/The-Trouble-with-Physics-The-Rise-of-String-Theory,-the-Fall-of-a-Science-and-What-Comes-Next.jpg|height=120","attachmentsThe-Trouble-with-Physics-The-Rise-of-String-Theory,-the-Fall-of-a-Science-and-What-Comes-Next.jpgheight=120",False
"The Trouble with Physics: The Rise of String Theory, the Fall of a Science and What Comes Next","The-Trouble-with-Physics-The-Rise-of-String-Theory,-the-Fall-of-a-Science-and-What-Comes-Next",True
"attachments/The-Salmon-of-Doubt-(Dirk-Gently,-#3).jpg|height=120","attachmentsThe-Salmon-of-Doubt-(Dirk-Gently,-#3).jpgheight=120",False
"The Salmon of Doubt (Dirk Gently, #3)","The-Salmon-of-Doubt-(Dirk-Gently,-#3)",True
attachments/Shakespeare.jpg|height=120,attachmentsShakespeare.jpgheight=120,False
Shakespeare,Shakespeare,True
"attachments/Guns,-Germs-and-Steel-A-Short-History-of-Everybody-for-the-Last-13,000-Years.jpg|height=120","attachmentsGuns,-Germs-and-Steel-A-Short-History-of-Everybody-for-the-Last-13,000-Years.jpgheight=120",False
"Guns, Germs and Steel: A Short History of Everybody for the Last 13,000 Years","Guns,-Germs-and-Steel-A-Short-History-of-Everybody-for-the-Last-13,000-Years",True
attachments/Fifty-Years-of-the-Supreme-Court-of-India-Its-Grasp-and-Reach-(Oxford-India-Paperbacks).jpg|height=120,attachmentsFifty-Years-of-the-Supreme-Court-of-India-Its-Grasp-and-Reach-(Oxford-India-Paperbacks).jpgheight=120,False
Fifty Years of the Supreme Court of India: Its Grasp and Reach (Oxford India Paperbacks),Fifty-Years-of-the-Supreme-Court-of-India-Its-Grasp-and-Reach-(Oxford-India-Paperbacks),True
attachments/What-Do-You-Care-What-Other-People-Think-Further-Adventures-of-a-Curious-Character.jpg|height=120,attachmentsWhat-Do-You-Care-What-Other-People-Think-Further-Adventures-of-a-Curious-Character.jpgheight=120,False
What Do You Care What Other People Think? Further Adventures of a Curious Character,What-Do-You-Care-What-Other-People-Think-Further-Adventures-of-a-Curious-Character,True
attachments/Limits-to-Medicine-Medical-Nemesis-The-Expropriation-of-Health.jpg|height=120,attachmentsLimits-to-Medicine-Medical-Nemesis-The-Expropriation-of-Health.jpgheight=120,False
Limits to Medicine: Medical Nemesis: The Expropriation of Health,Limits-to-Medicine-Medical-Nemesis-The-Expropriation-of-Health,True
attachments/Our-Knowledge-of-the-External-World-As-a-Field-for-Scientific-Method-in-Philosophy.jpg|height=120,attachmentsOur-Knowledge-of-the-External-World-As-a-Field-for-Scientific-Method-in-Philosophy.jpgheight=120,False
Our Knowledge of the External World: As a Field for Scientific Method in Philosophy,Our-Knowledge-of-the-External-World-As-a-Field-for-Scientific-Method-in-Philosophy,True
attachments/Skin-and-Other-Stories.jpg|height=120,attachmentsSkin-and-Other-Stories.jpgheight=120,False
Skin and Other Stories,Skin-and-Other-Stories,True
attachments/Schrödinger's-Kittens-And-The-Search-For-Reality.jpg|height=120,attachmentsSchrödinger's-Kittens-And-The-Search-For-Reality.jpgheight=120,False
Schrödinger's Kittens And The Search For Reality,Schrödinger's-Kittens-And-The-Search-For-Reality,True
"attachments/Of-Moths-and-Men-Intrigue,-Tragedy-and-the-Peppered-Moth.jpg|height=120","attachmentsOf-Moths-and-Men-Intrigue,-Tragedy-and-the-Peppered-Moth.jpgheight=120",False
"Of Moths and Men : Intrigue, Tragedy and the Peppered Moth","Of-Moths-and-Men-Intrigue,-Tragedy-and-the-Peppered-Moth",True
attachments/The-Idea-Of-India.jpg|height=120,attachmentsThe-Idea-Of-India.jpgheight=120,False
The Idea Of India,The-Idea-Of-India,True
attachments/The-Man-Who-Mistook-His-Wife-for-a-Hat.jpg|height=120,attachmentsThe-Man-Who-Mistook-His-Wife-for-a-Hat.jpgheight=120,False
The Man Who Mistook His Wife for a Hat,The-Man-Who-Mistook-His-Wife-for-a-Hat,True
attachments/The-Curious-Incident-of-the-Dog-in-the-Night-Time.jpg|height=120,attachmentsThe-Curious-Incident-of-the-Dog-in-the-Night-Time.jpgheight=120,False
The Curious Incident of the Dog in the Night-Time,The-Curious-Incident-of-the-Dog-in-the-Night-Time,True
attachments/The-Clash-of-Civilizations-and-the-Remaking-of-World-Order.jpg|height=120,attachmentsThe-Clash-of-Civilizations-and-the-Remaking-of-World-Order.jpgheight=120,False
The Clash of Civilizations and the Remaking of World Order,The-Clash-of-Civilizations-and-the-Remaking-of-World-Order,True
attachments/India-Through-Its-Birds.jpg|height=120,attachmentsIndia-Through-Its-Birds.jpgheight=120,False
India Through Its Birds,India-Through-Its-Birds,True
attachments/Political-Thought-(Oxford-Readers).jpg|height=120,attachmentsPolitical-Thought-(Oxford-Readers).jpgheight=120,False
Political Thought (Oxford Readers),Political-Thought-(Oxford-Readers),True
attachments/Don't-You-Have-Time-to-Think.jpg|height=120,attachmentsDon't-You-Have-Time-to-Think.jpgheight=120,False
Don't You Have Time to Think?,Don't-You-Have-Time-to-Think,True
attachments/Mauled-by-a-tiger-Encounters-in-the-Indian-Jungles.jpg|height=120,attachmentsMauled-by-a-tiger-Encounters-in-the-Indian-Jungles.jpgheight=120,False
Mauled by a tiger: Encounters in the Indian Jungles,Mauled-by-a-tiger-Encounters-in-the-Indian-Jungles,True
attachments/Ruling-Passions-Political-Offices-and-Democratic-Ethics.jpg|height=120,attachmentsRuling-Passions-Political-Offices-and-Democratic-Ethics.jpgheight=120,False
Ruling Passions: Political Offices and Democratic Ethics,Ruling-Passions-Political-Offices-and-Democratic-Ethics,True
attachments/Hitch-22.jpg|height=120,attachmentsHitch-22.jpgheight=120,False
Hitch-22,Hitch-22,True
attachments/A-Brief-History-of-India.jpg|height=120,attachmentsA-Brief-History-of-India.jpgheight=120,False
A Brief History of India,A-Brief-History-of-India,True
attachments/100-Selected-Stories.jpg|height=120,attachments100-Selected-Stories.jpgheight=120,False
100 Selected Stories,100-Selected-Stories,True
"attachments/Zoo-in-the-Garden-Lost-and-Found-Wildlife-Classics,-Comprising-the-Tribes-on-My-Frontier.jpg|height=120","attachmentsZoo-in-the-Garden-Lost-and-Found-Wildlife-Classics,-Comprising-the-Tribes-on-My-Frontier.jpgheight=120",False
"Zoo in the Garden: Lost and Found Wildlife Classics, Comprising the Tribes on My Frontier","Zoo-in-the-Garden-Lost-and-Found-Wildlife-Classics,-Comprising-the-Tribes-on-My-Frontier",True
attachments/The-Greatest-Killer-Smallpox-in-History.jpg|height=120,attachmentsThe-Greatest-Killer-Smallpox-in-History.jpgheight=120,False
The Greatest Killer: Smallpox in History,The-Greatest-Killer-Smallpox-in-History,True
attachments/How-Google-Works.jpg|height=120,attachmentsHow-Google-Works.jpgheight=120,False
How Google Works,How-Google-Works,True
attachments/Churchill's-Secret-War-The-British-Empire-and-the-Ravaging-of-India-During-World-War-II.jpg|height=120,attachmentsChurchill's-Secret-War-The-British-Empire-and-the-Ravaging-of-India-During-World-War-II.jpgheight=120,False
Churchill's Secret War: The British Empire and the Ravaging of India During World War II,Churchill's-Secret-War-The-British-Empire-and-the-Ravaging-of-India-During-World-War-II,True
attachments/The-Logic-of-Scientific-Discovery.jpg|height=120,attachmentsThe-Logic-of-Scientific-Discovery.jpgheight=120,False
The Logic of Scientific Discovery,The-Logic-of-Scientific-Discovery,True
"attachments/320-Italian-Recipes-Delicious-Dishes-from-all-over-Italy,-with-a-Full-Guide-to-Ingredients-and-Techniques,-and-Every-Recipe-Shown-Step-by-Step-in-1500-Photographs.jpg|height=120","attachments320-Italian-Recipes-Delicious-Dishes-from-all-over-Italy,-with-a-Full-Guide-to-Ingredients-and-Techniques,-and-Every-Recipe-Shown-Step-by-Step-in-1500-Photographs.jpgheight=120",False
"320 Italian Recipes: Delicious Dishes from all over Italy, with a Full Guide to Ingredients and Techniques, and Every Recipe Shown Step-by-Step in 1500 Photographs","320-Italian-Recipes-Delicious-Dishes-from-all-over-Italy,-with-a-Full-Guide-to-Ingredients-and-Techniques,-and-Every-Recipe-Shown-Step-by-Step-in-1500-Photographs",True
attachments/Complete-Book-Bread-&-Bread-Mach.jpg|height=120,attachmentsComplete-Book-Bread-&-Bread-Mach.jpgheight=120,False
Complete Book Bread & Bread Mach,Complete-Book-Bread-&-Bread-Mach,True
"attachments/Charlie-and-the-Chocolate-Factory-(Charlie-Bucket,-#1).jpg|height=120","attachmentsCharlie-and-the-Chocolate-Factory-(Charlie-Bucket,-#1).jpgheight=120",False
"Charlie and the Chocolate Factory (Charlie Bucket, #1)","Charlie-and-the-Chocolate-Factory-(Charlie-Bucket,-#1)",True
attachments/Snakes-of-India-The-Field-Guide.jpg|height=120,attachmentsSnakes-of-India-The-Field-Guide.jpgheight=120,False
Snakes of India The Field Guide,Snakes-of-India-The-Field-Guide,True
attachments/On-A-Trail-With-Ants-A-Handbook-of-the-Ants-of-Peninsular-India.jpg|height=120,attachmentsOn-A-Trail-With-Ants-A-Handbook-of-the-Ants-of-Peninsular-India.jpgheight=120,False
On A Trail With Ants: A Handbook of the Ants of Peninsular India,On-A-Trail-With-Ants-A-Handbook-of-the-Ants-of-Peninsular-India,True
"attachments/Tropical-Diseases-From-50,-000-BC-To-2500-AD.jpg|height=120","attachmentsTropical-Diseases-From-50,-000-BC-To-2500-AD.jpgheight=120",False
"Tropical Diseases From 50, 000 BC To 2500 AD","Tropical-Diseases-From-50,-000-BC-To-2500-AD",True
attachments/A-Great-Clamour.jpg|height=120,attachmentsA-Great-Clamour.jpgheight=120,False
A Great Clamour,A-Great-Clamour,True
attachments/The-Oldest-Living-Things-in-the-World.jpg|height=120,attachmentsThe-Oldest-Living-Things-in-the-World.jpgheight=120,False
The Oldest Living Things in the World,The-Oldest-Living-Things-in-the-World,True
attachments/Waking-Up-A-Guide-to-Spirituality-Without-Religion.jpg|height=120,attachmentsWaking-Up-A-Guide-to-Spirituality-Without-Religion.jpgheight=120,False
Waking Up: A Guide to Spirituality Without Religion,Waking-Up-A-Guide-to-Spirituality-Without-Religion,True
attachments/How-We-Got-to-Now-Six-Innovations-That-Made-the-Modern-World.jpg|height=120,attachmentsHow-We-Got-to-Now-Six-Innovations-That-Made-the-Modern-World.jpgheight=120,False
